tipoAss;numeroDoContrato;tipoDeContrato;codigoDaPessoa;codigoDaPessoaVendedor;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;codigoDaCondicaoDePagamento;codigoDoProdutoServico;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Digital;568462;R;103216;1;10;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Vila Maria;M;F;38;3;1;169684
Impressa;568321;R;23870;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,782048;-49,373621;9659;51;Jardim Caparroz;F;F;89;4;1;169721
Impressa;567925;R;152347;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,814324;-49,381727;9659;23;Centro;F;F;65;4;1;169724
Impressa;568356;R;25439;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,827195;-49,356582;9659;11;Parque Residencial Romano Calil;F;F;56;0;1;169726
Impressa;568358;R;31006;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,785455;-49,365835;9659;51;Jardim Nazareth;M;F;78;4;1;169759
Impressa;568379;R;60124;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,815677;-49,382882;9659;23;Centro;M;F;78;4;1;169759
Impressa;567915;R;179048;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;21;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Jardim Soraia;F;F;43;4;1;169908
Digital;568180;R;123303;1;10;17/03/2024 00:00;17/03/2025 00:00;1;261;12;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Centro;M;F;62;4;1;169911
Impressa;568375;R;48925;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812448;-49,380902;9659;23;Centro;J;J;2024;4;1;169961
Impressa;567956;R;38464;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;63;Parque Residencial João da Silva;J;J;2024;4;1;169961
Impressa;567712;R;20553;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;21;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,822936;-49,35971;9659;11;Parque Residencial Comendador Mancor Daud;F;F;79;4;1;170024
Impressa;568343;R;9643;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,831996;-49,367455;9659;43;Parque Quinta das Paineiras;F;F;29;0;1;170077
Impressa;567757;R;30319;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;18;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8486620;-49.4134204;9659;22;Jardim Tarraf;F;F;68;4;1;170146
Digital;568479;R;166542;1;10;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;M;F;60;3;1;170161
Combo;568078;R;29636;1;19;17/03/2024 00:00;13/09/2024 00:00;1;52;5;0;381;0;2;63,4999998;360;234;6;1;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 RP-CBO-SEM (SA|DO) - IMP;São José do Rio Preto;2024/02;2024/09;09 de R$ 60 a R$ 64.99;Semestral;São José do Rio Preto;FALSO;-20.7951718;-49.3148193;9659;7;Fazenda Monte Alto (Zona Rural);M;F;60;3;1;170161
Impressa;567749;R;22442;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;114;1083;0;2;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20.7951362;-49.3148298;9659;7;Fazenda Monte Alto (Zona Rural);M;F;82;4;1;170192
Digital;568545;R;166875;1;30;17/03/2024 00:00;15/04/2024 00:00;1;22;12;22;19,9;0;1;19,8999999;104,31;181;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;José Bonifácio;2024/02;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;José Bonifácio;VERDADEIRO;;;9291;325;Centro;M;F;43;4;1;170204
Impressa;567955;R;34249;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1242;0;12;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;José Bonifácio;2024/02;2025/03;01 R$ 100 ou Mais;Anual;José Bonifácio;FALSO;-21.0575710;-49.6844318;9291;325;A DEFINIR;F;F;62;4;1;170229
Impressa;567958;R;182231;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1242;0;12;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Bady Bassitt;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Bady Bassitt;FALSO;;;8937;283;A DEFINIR;F;F;62;4;1;170229
Impressa;567965;R;44475;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Parque Residencial Damha;M;F;86;4;1;170230
Combo;567951;R;67507;1;12;17/03/2024 00:00;21/03/2025 00:00;1;104;5;0;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;Mirassol;FALSO;-22.4136182;-47.5815527;9366;334;AEROPORTO;F;F;82;4;1;170249
Impressa;567959;R;162849;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1242;0;12;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Nova Granada;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Nova Granada;FALSO;-20.5331552;-49.3201030;9410;345;A DEFINIR;F;F;82;4;1;170249
Combo;567906;R;160348;1;12;17/03/2024 00:00;21/03/2025 00:00;1;104;5;0;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;-20.8183431;-49.3644509;9659;11;Parque Residencial Comendador Mancor Daud;F;F;38;4;1;170351
Impressa;568398;R;37913;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;23;1242;0;11;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Votuporanga;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Votuporanga;VERDADEIRO;-20.4170079;-49.9685256;9789;392;Patrimônio Velho;F;F;38;4;1;170351
Impressa;568125;R;53928;1;4;17/03/2024 00:00;13/09/2024 00:00;1;128;12;0;591;0;6;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Marcia;F;F;54;4;1;170374
Combo;567945;R;149608;1;12;17/03/2024 00:00;21/03/2025 00:00;1;104;5;8;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;-20,739081;-49,418058;9659;63;NOVA ESPERANÇA;F;F;44;4;1;170402
Impressa;567697;R;158948;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;QUINTA DO GOLFE;M;F;74;4;1;170403
Digital;568605;R;182049;1;10;17/03/2024 00:00;17/03/2025 00:00;1;261;12;21;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;0;Centro;F;F;54;3;1;170457
Digital;568596;R;67324;1;10;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;EUROPARK;M;F;43;3;1;170458
Impressa;568517;R;182238;1;5;17/03/2024 00:00;17/03/2025 00:00;1;261;12;0;1242;0;12;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Urupês;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Urupês;VERDADEIRO;;;9763;390;A DEFINIR;F;F;82;4;1;170566
Impressa;568094;R;148264;1;4;19/03/2024 00:00;14/09/2024 00:00;1;128;11;0;591;0;4;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;-20,819638;-49,382906;9659;23;Centro;F;F;79;4;1;170596
Combo;570108;I;25690;76316;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;155;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,789555;-49,339875;9659;55;SAO DEOCLECIANO;F;F;88;4;1;170611
Digital;570231;I;181005;158759;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;130,8;;12;10,9;1251,75;270;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;ASSINATURA DIGITAL - PLANO ANUAL;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf;F;F;88;4;1;170611
Combo;570110;I;59935;76316;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;155;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;23;Parque Industrial;M;F;37;4;1;170624
Combo;568179;R;71303;1;11;19/03/2024 00:00;18/03/2025 00:00;1;156;7;0;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Boa Vista;M;F;59;4;1;170632
Digital;568208;R;36225;1;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20,822979;-49,405425;9659;53;Boa Vista;F;F;24;4;1;170681
Impressa;567849;R;151216;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;23;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,808583;-49,396789;9659;53;Jardim Roseana;F;F;43;4;1;170710
Combo;569606;I;133121;76316;11;19/03/2024 00:00;12/03/2025 00:00;1;156;7;0;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,790987;-49,372916;9659;51;Jardim Rosely;M;F;63;3;1;170711
Impressa;568405;R;62772;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;21;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812096;-49,384062;9659;23;Centro;M;F;54;4;1;170784
Digital;569556;R;174294;1;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;22;19,9;0;1;19,8999999;104,31;181;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Aclimação;M;F;54;4;1;170784
Combo;569621;I;35412;160629;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;13;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,803639;-49,384743;9659;53;Vila Ercília;F;F;56;4;1;170803
Impressa;568106;R;29994;1;3;19/03/2024 00:00;17/06/2024 00:00;1;65;11;0;360;0;1;120;417,25;228;3;1;DIARIO DA REGIAO;TRIMESTRAL;90;65;2018 RP-TRI;São José do Rio Preto;2024/02;2024/06;01 R$ 100 ou Mais;Trimestral;São José do Rio Preto;VERDADEIRO;-20,814204;-49,36942;9659;11;Vila Ercília;F;F;50;3;1;170807
Digital;568209;R;164945;1;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;53;Vila Esplanada;M;F;46;4;1;170857
Digital;568583;R;135759;1;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;0;16,9;0;1;16,8999999;104,31;256;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;PORTAL MENSAL_DIGITAL;São José do Rio Preto;2024/02;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;-20.8453100;-49.3934143;9659;43;Jardim Redentor;M;F;50;3;1;170932
Impressa;568680;R;24786;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;1083;0;10;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,797377;-49,406968;9659;63;Eldorado;M;F;47;3;1;170965
Impressa;567929;R;63027;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;87;1083;0;3;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;53;Boa Vista;M;F;62;3;1;170975
Digital;569550;R;182911;1;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;0;19,9;0;1;19,8999999;104,31;181;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;43;Higienópolis;M;F;46;3;1;171022
Digital;568587;R;135748;1;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;22;16,9;0;1;16,8999999;104,31;256;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;PORTAL MENSAL_DIGITAL;São Paulo;2024/02;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São Paulo;VERDADEIRO;;;9668;0;Itaim Bibi;F;F;82;3;1;171062
Combo;568611;R;162630;1;11;19/03/2024 00:00;18/03/2025 00:00;1;156;7;0;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Centro;F;F;82;3;1;171062
Combo;569595;I;5981;76316;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;0;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;43;Vila Elvira;F;F;54;3;1;171077
Digital;570230;I;183235;158759;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;0;19,9;;1;19,8999999;104,31;181;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;0;Condomínio Vilage La Montagne;F;F;56;3;1;171092
Combo;569613;I;48978;76316;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;155;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Fazenda Palhinha (Zona Rural);F;F;56;3;1;171092
Impressa;568513;R;75480;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,805069;-49,384629;9659;53;Parque Industrial;M;F;69;3;1;171130
Digital;570229;I;183232;158759;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;130,8;;1;10,9;1251,75;270;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;ASSINATURA DIGITAL - PLANO ANUAL;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;0;Jardim Tarraf II;M;F;48;0;1;171274
Impressa;570233;I;52354;1;4;19/03/2024 00:00;13/09/2024 00:00;1;128;11;0;541,5;49,5;6;90,2499999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/03;2024/09;03 de R$ 90 a R$ 94.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;M;F;63;1;1;171306
Digital;570226;I;174395;76316;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;154,8;48;12;12,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Santa Filomena;M;F;81;3;1;171373
Impressa;568666;R;13889;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;Mirassol;VERDADEIRO;-20.8081463;-49.5244485;9366;334;A DEFINIR;F;F;46;3;1;171408
Impressa;568399;R;40272;1;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;23;1242;0;11;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Fernandópolis;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Fernandópolis;VERDADEIRO;-20.2890231;-50.2405148;9136;305;A DEFINIR;F;F;74;3;1;171447
Impressa;570241;I;181945;72996;5;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;1186,8;55,2;6;98,9;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Votuporanga;2024/03;2025/03;02 de R$ 95 a R$ 99.99;Anual;Votuporanga;FALSO;;;9789;392;Vale do Sol;F;F;49;3;1;171479
Digital;568582;R;165632;1;30;19/03/2024 00:00;17/04/2024 00:00;1;22;11;0;19,9;0;1;19,8999999;104,31;181;1;3;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;José Bonifácio;2024/02;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;José Bonifácio;VERDADEIRO;;;9291;325;A DEFINIR;M;F;62;3;1;171578
Combo;568465;R;170249;1;11;19/03/2024 00:00;18/03/2025 00:00;1;156;7;13;20;0;12;1,666666667;780;239;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Urupês;2024/02;2025/03;13 Menos de R$ 45;Anual;Urupês;VERDADEIRO;;;9763;390;A DEFINIR;F;F;54;3;1;171623
Digital;570227;I;165720;158759;10;19/03/2024 00:00;18/03/2025 00:00;1;261;11;0;130,8;;1;10,9;1251,75;270;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;ASSINATURA DIGITAL - PLANO ANUAL;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Parque da Liberdade;M;F;43;3;1;171654
Combo;569608;I;13747;72996;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;0;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Mirassol;2024/03;2025/03;13 Menos de R$ 45;Anual;Mirassol;FALSO;-20.8173456;-49.5210713;9366;334;AEROPORTO;M;F;45;3;1;171733
Combo;570115;I;16420;160629;11;19/03/2024 00:00;17/03/2025 00:00;1;156;7;155;20;0;12;1,666666667;780;239;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Novo Horizonte;2024/03;2025/03;13 Menos de R$ 45;Anual;Novo Horizonte;VERDADEIRO;-21.4676918;-49.2235106;9420;346;A DEFINIR;M;F;61;2;1;171849
