tipoAss;tipoDeContrato;codigoDaPessoa;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Combo;R;19647;12;08/10/2023 00:00;11/10/2024 00:00;1;104;51;48;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Floreal;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;Floreal;FALSO;;;9140;342;Centro;M;F;87;26;1;42265
Impressa;R;48601;5;08/10/2023 00:00;07/10/2024 00:00;1;261;127;105;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;Mirassol;FALSO;-20.8173456;-49.5210713;9366;334;A DEFINIR;M;F;83;25;1;42268
Combo;R;182501;19;08/10/2023 00:00;06/04/2024 00:00;1;52;51;40;399;18;6;66,4999998;360;240;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 REG-CBO-SEM (SA|DO) - IMP;Novo Horizonte;2023/08;2024/04;08 de R$ 65 a R$ 69.99;Semestral;Novo Horizonte;VERDADEIRO;;;9420;346;A DEFINIR;M;F;82;26;1;42270
Combo;R;45666;12;08/10/2023 00:00;11/10/2024 00:00;1;104;51;40;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,742121;-49,414271;9659;63;NOVA ESPERANÇA;M;F;92;25;1;42272
Impressa;R;8137;4;08/10/2023 00:00;05/04/2024 00:00;1;128;127;100;678;0;5;112,9999998;834,5;231;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 REG-SEM;Cedral;2023/09;2024/04;01 R$ 100 ou Mais;Semestral;Cedral;VERDADEIRO;;;9056;299;A DEFINIR;M;F;96;27;1;42274
Combo;I;183021;11;10/10/2023 00:00;07/10/2024 00:00;1;156;77;65;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Jardim Alto Rio Preto;M;F;97;26;1;42279
Impressa;R;62727;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;90;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Centro;M;F;77;22;1;42287
Impressa;R;33994;4;10/10/2023 00:00;06/04/2024 00:00;1;128;126;126;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;Catanduva;2023/09;2024/04;02 de R$ 95 a R$ 99.99;Semestral;Catanduva;VERDADEIRO;-21.1380413;-48.9780426;9052;297;Centro;M;F;88;25;1;42288
Digital;R;161864;10;10/10/2023 00:00;08/10/2024 00:00;1;261;127;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.8136090;-49.3769991;9659;11;Parque Industrial;M;F;86;25;1;42291
Impressa;R;73562;5;10/10/2023 00:00;21/10/2024 00:00;1;261;118;248;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;53;Vila Maria;M;F;75;25;1;42298
Impressa;I;86077;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;126;960;123;12;80;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/10;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;-20,805868;-49,396169;9659;53;Parque Industrial;M;F;85;25;1;42299
Combo;I;38320;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;78;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20.7881715;-49.4218790;9659;63;Jardim Gisette;M;F;84;26;1;42306
Impressa;R;61586;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;138;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,841005;-49,377329;9659;43;São Francisco;M;F;84;26;1;42306
Combo;R;25784;11;10/10/2023 00:00;08/10/2024 00:00;1;156;77;84;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,825842;-49,387396;9659;22;Jardim Redentor;M;F;91;22;1;42320
Impressa;R;62749;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;126;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,838566;-49,39549;9659;22;Jardim Francisco Fernandes;M;F;87;26;1;42321
Combo;R;62670;11;10/10/2023 00:00;07/10/2024 00:00;1;156;77;143;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/05;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,815701;-49,358016;9659;11;Roseiral;M;F;85;26;1;42324
Combo;I;57224;11;10/10/2023 00:00;07/10/2024 00:00;1;156;78;78;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,821276;-49,404963;9659;53;Boa Vista;M;F;85;26;1;42324
Combo;I;44999;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;104;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,803153;-49,38147;9659;53;Boa Vista;M;F;66;25;1;42327
Impressa;I;182964;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;126;1006,8;76,2;12;83,9;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/10;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Vila Anchieta;M;F;84;26;1;42330
Impressa;R;173670;4;10/10/2023 00:00;06/04/2024 00:00;1;128;126;90;591;0;6;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/09;2024/04;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;;;9659;43;Jardim Santa Maria;M;F;82;25;1;42333
Combo;I;30195;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;65;20;0;12;1,666666667;780;239;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,817037;-49,338092;9659;55;Residencial Marcia;M;F;64;26;1;42346
Digital;R;176249;10;10/10/2023 00:00;08/10/2024 00:00;1;261;129;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Potirendaba;2023/09;2024/10;13 Menos de R$ 45;Anual;Potirendaba;VERDADEIRO;;;9522;367;A DEFINIR;M;F;63;25;1;42349
Combo;R;43708;11;10/10/2023 00:00;08/10/2024 00:00;1;156;79;72;20;0;12;1,666666667;780;239;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Catiguá;2023/09;2024/10;13 Menos de R$ 45;Anual;Catiguá;VERDADEIRO;;;9053;298;SAO SEBASTIÃO;M;F;63;28;1;42350
Combo;I;2586;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;78;20;0;12;1,666666667;780;239;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Votuporanga;2023/09;2024/10;13 Menos de R$ 45;Anual;Votuporanga;VERDADEIRO;;;9789;392;Santa Eliza;M;F;63;28;1;42350
Combo;I;40914;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;78;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Jaci;2023/10;2024/10;13 Menos de R$ 45;Anual;Jaci;VERDADEIRO;-20.8880421;-49.5708201;9268;323;A DEFINIR;M;F;124;28;1;42352
Impressa;R;52168;5;10/10/2023 00:00;08/10/2024 00:00;1;261;126;104;1083;0;10;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;Mirassol;VERDADEIRO;;;9366;334;AEROPORTO;M;F;63;25;1;42363
Combo;R;56888;11;10/10/2023 00:00;08/10/2024 00:00;1;156;79;60;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Mirassol;2023/09;2024/10;13 Menos de R$ 45;Anual;Mirassol;VERDADEIRO;-20.8201898;-49.4809015;9366;334;LOT VILLAGE MIRASSOL;M;F;86;16;1;42366
Combo;I;182125;11;10/10/2023 00:00;07/10/2024 00:00;1;156;79;65;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Mirassol;2023/10;2024/10;13 Menos de R$ 45;Anual;Mirassol;VERDADEIRO;;;9366;334;AEROPORTO;M;F;86;16;1;42366
Combo;R;180104;11;10/10/2023 00:00;08/10/2024 00:00;1;156;79;36;20;0;12;1,666666667;780;239;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Monte Aprazível;2023/09;2024/10;13 Menos de R$ 45;Anual;Monte Aprazível;VERDADEIRO;;;9378;339;Centro;M;F;86;25;1;42397
Impressa;R;14012;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;258;1242;0;6;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Catanduva;2023/09;2024/10;01 R$ 100 ou Mais;Anual;Catanduva;VERDADEIRO;-21.1420352;-48.9747127;9052;297;Centro;M;F;71;23;1;42421
Impressa;R;24278;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;131;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/07;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;51;Jardim do Bosque;M;F;62;24;1;42426
Digital;I;150505;10;11/10/2023 00:00;09/10/2024 00:00;1;261;127;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,800077;-49,375977;9659;51;Vila Angélica;M;F;79;21;1;42442
Impressa;R;134698;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;168;1083;0;8;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,825409;-49,395345;9659;22;Vila São Pedro;M;F;66;21;1;42444
Impressa;I;183025;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;252;1006,8;76,2;12;83,9;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/10;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Centro;M;F;61;29;1;42456
Digital;R;28177;10;11/10/2023 00:00;09/10/2024 00:00;1;261;127;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20,78462;-49,364987;9659;51;Jardim Nazareth;M;F;62;16;1;42458
Impressa;R;45869;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;191;1083;0;6;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,807391;-49,404165;9659;53;Jardim Congonhas;M;F;62;16;1;42458
Impressa;R;4473;5;11/10/2023 00:00;09/10/2024 00:00;1;261;125;258;1242;0;6;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Potirendaba;2023/09;2024/10;01 R$ 100 ou Mais;Anual;Potirendaba;VERDADEIRO;-21.0432623;-49.3754672;9522;367;A DEFINIR;M;F;69;26;1;42459
Combo;R;19647;11;11/10/2023 00:00;09/10/2024 00:00;1;156;78;72;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Floreal;2023/09;2024/10;13 Menos de R$ 45;Anual;Floreal;FALSO;;;9140;342;Centro;M;F;72;26;1;42461
Impressa;R;55312;5;12/10/2023 00:00;11/10/2024 00:00;1;261;124;130;1083;0;10;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Parque Celeste;M;F;64;22;1;42473
Impressa;R;35633;4;12/10/2023 00:00;08/04/2024 00:00;1;128;124;128;591;0;1;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/09;2024/04;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,799981;-49,337545;9659;55;Jardim Primavera;M;F;62;25;1;42488
Impressa;R;41609;5;12/10/2023 00:00;11/10/2024 00:00;1;261;124;78;1083;0;10;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,817582;-49,39703;9659;53;Santos Dumont;M;F;63;28;1;42509
Impressa;R;39755;5;12/10/2023 00:00;11/10/2024 00:00;1;261;124;261;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,781506;-49,374818;9659;51;Jardim Caparroz;M;F;63;28;1;42509
Digital;R;25500;10;12/10/2023 00:00;11/10/2024 00:00;1;261;127;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,800422;-49,411789;9659;63;Parque Residencial Lauriano Tebar;M;F;67;23;1;42536
Digital;R;46065;10;12/10/2023 00:00;11/10/2024 00:00;1;261;126;105;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Vila Anchieta;M;F;65;23;1;42540
Impressa;R;10163;4;12/10/2023 00:00;08/04/2024 00:00;1;128;124;128;432;159;1;72;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/04;07 de R$ 70 a R$ 74.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,800992;-49,39032;9659;53;Parque Industrial;M;F;64;25;1;42547
Impressa;R;117626;5;12/10/2023 00:00;11/10/2024 00:00;1;261;124;105;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,83393;-49,352321;9659;11;Conjunto Habitacional Cristo Rei;M;F;73;25;1;42551
Digital;R;36616;10;12/10/2023 00:00;11/10/2024 00:00;1;261;127;126;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/09;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,784415;-49,372478;9659;53;Vila Anchieta;M;F;76;20;1;42553
Combo;R;7543;19;14/10/2023 00:00;12/04/2024 00:00;1;52;50;18;381;0;6;63,4999998;360;234;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 RP-CBO-SEM (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/04;09 de R$ 60 a R$ 64.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,813239;-49,361598;9659;11;Vila Santa Tereza;M;F;64;23;1;42574
Combo;I;63596;12;14/10/2023 00:00;11/10/2024 00:00;1;104;50;24;520;144;12;43,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;51;Vila Anchieta;M;F;86;27;1;42576
Impressa;R;53777;4;14/10/2023 00:00;10/04/2024 00:00;1;128;123;122;591;0;2;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/09;2024/04;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;;;9659;53;Boa Vista;M;F;69;26;1;42595
Combo;I;47601;12;14/10/2023 00:00;11/10/2024 00:00;1;104;50;32;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,796968;-49,384913;9659;53;Vila Zilda;F;F;73;21;1;42600
Combo;R;181463;12;14/10/2023 00:00;12/10/2024 00:00;1;104;50;40;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Jardim Santa Lúcia;M;F;64;30;1;42640
Impressa;I;123805;5;14/10/2023 00:00;12/10/2024 00:00;1;261;123;252;1006,8;76,2;12;83,9;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/10;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Universitário;M;F;66;26;1;42665
Combo;R;128368;19;14/10/2023 00:00;12/04/2024 00:00;1;52;50;25;381;0;6;63,4999998;360;234;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 RP-CBO-SEM (SA|DO) - IMP;São José do Rio Preto;2023/08;2024/04;09 de R$ 60 a R$ 64.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,817542;-49,360805;9659;11;Roseiral;M;F;66;26;1;42665
Impressa;I;71553;5;14/10/2023 00:00;12/10/2024 00:00;1;261;123;261;950;133;1;79,16666667;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/10;06 de R$ 75 a R$ 79.99;Anual;São José do Rio Preto;VERDADEIRO;-20,813329;-49,377239;9659;23;Parque Industrial;M;F;63;29;1;42682
Digital;I;58102;10;14/10/2023 00:00;12/10/2024 00:00;1;261;124;126;166,8;36;12;13,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Vila Nossa Senhora da Paz;M;F;77;26;1;42688
Combo;I;57224;12;14/10/2023 00:00;11/10/2024 00:00;1;104;50;48;608,8;55,2;12;50,73333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;VERDADEIRO;-20,821276;-49,404963;9659;53;Boa Vista;M;F;65;19;1;42699
Combo;I;70081;12;14/10/2023 00:00;11/10/2024 00:00;1;104;50;104;482,8;181,2;1;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Morada Campestre;F;F;64;22;1;42722
Combo;R;32441;12;14/10/2023 00:00;12/10/2024 00:00;1;104;50;36;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Parque da Liberdade;M;F;86;27;1;42730
Combo;I;66141;12;14/10/2023 00:00;11/10/2024 00:00;1;104;50;40;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,817037;-49,338092;9659;55;Residencial Marcia;F;F;85;26;1;42787
Combo;I;179462;12;14/10/2023 00:00;19/10/2024 00:00;1;104;47;104;482,8;181,2;1;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/10;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Marcia;F;F;85;26;1;42787
Combo;R;29209;19;14/10/2023 00:00;12/04/2024 00:00;1;52;50;40;417;0;6;69,4999998;360;240;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 REG-CBO-SEM (SA|DO) - IMP;Nipoã;2023/07;2024/04;08 de R$ 65 a R$ 69.99;Semestral;Nipoã;VERDADEIRO;-20.9109480;-49.7813793;9399;343;Centro;J;J;2024;16;1;42809
Impressa;R;181454;5;14/10/2023 00:00;12/10/2024 00:00;1;261;123;105;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Nova Granada;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;Nova Granada;VERDADEIRO;;;9410;345;Centro;F;F;77;23;1;42825
Impressa;R;55950;5;14/10/2023 00:00;12/10/2024 00:00;1;261;123;138;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/09;2024/10;03 de R$ 90 a R$ 94.99;Anual;Mirassol;VERDADEIRO;-20.8201042;-49.4979968;9366;334;Centro;M;F;63;18;1;42830
Combo;R;29551;12;14/10/2023 00:00;12/10/2024 00:00;1;104;50;40;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf;M;F;69;28;1;42895
Combo;R;56888;12;14/10/2023 00:00;12/10/2024 00:00;1;104;50;40;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/09;2024/10;10 de R$ 55 a R$ 59.99;Anual;Mirassol;VERDADEIRO;-20.8201898;-49.4809015;9366;334;LOT VILLAGE MIRASSOL;M;F;124;26;1;42938
Impressa;R;52333;4;15/10/2023 00:00;12/04/2024 00:00;1;128;122;126;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/09;2024/04;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,820379;-49,402645;9659;53;Boa Vista;M;F;64;25;1;42955
Combo;R;145053;12;15/10/2023 00:00;02/11/2024 00:00;1;104;45;35;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/09;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,804888;-49,391672;9659;53;Centro;M;F;86;24;1;42990
