tipoAss;tipoDeContrato;codigoDaPessoa;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Combo;R;63488;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;48;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,776678;-49,362947;9659;51;Bosque da Felicidade;M;F;76;23;1;28152
Combo;R;8369;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;72;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8551004;-49.4055050;9659;22;Jardim Palmeiras;M;F;72;21;1;28164
Impressa;R;166289;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;168;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;23;Vila Imperial;M;F;68;25;1;28177
Combo;I;11082;12;22/07/2023 00:00;19/07/2024 00:00;1;104;74;48;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/07;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Vila Itália;M;F;67;28;1;28178
Impressa;R;166287;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;168;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Centro;M;F;69;26;1;28193
Impressa;R;74176;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;207;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,825774;-49,414065;9659;22;Jardim Maracanã;M;F;71;26;1;28195
Impressa;R;155413;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;133;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,839406;-49,380649;9659;43;Parque Estoril;M;F;84;29;1;28198
Digital;R;63774;10;22/07/2023 00:00;20/07/2024 00:00;1;261;184;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,810977;-49,388382;9659;53;Boa Vista;M;F;38;28;1;28204
Combo;R;117286;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;64;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;51;Centro;F;F;77;27;1;28218
Digital;R;176324;10;22/07/2023 00:00;20/07/2024 00:00;1;261;184;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Jardim Santa Catarina;M;F;119;27;1;28225
Impressa;R;81300;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;261;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,840849;-49,363516;9659;43;Jardim São Marco;M;F;72;26;1;28227
Impressa;R;39374;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;128;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,834841;-49,347749;9659;11;Conjunto Habitacional Cristo Rei;F;F;77;22;1;28231
Combo;R;168891;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;83;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;23;Vila Nossa Senhora de Fátima;M;F;72;25;1;28250
Digital;R;113555;10;22/07/2023 00:00;20/07/2024 00:00;1;261;184;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Jardim Santa Rosa II;M;F;70;25;1;28251
Combo;I;58429;12;22/07/2023 00:00;19/07/2024 00:00;1;104;74;100;482,8;181,2;5;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/07;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf II;M;F;70;25;1;28255
Impressa;R;17833;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;152;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Vila Santa Cruz;M;F;70;25;1;28255
Combo;R;44808;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;48;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,81489;-49,383452;9659;23;Centro;M;F;70;15;1;28256
Combo;R;47909;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;64;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,815597;-49,359298;9659;11;Roseiral;M;F;70;15;1;28256
Digital;R;180824;10;22/07/2023 00:00;20/07/2024 00:00;1;261;184;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Vila Tonello;F;F;100;30;1;28264
Digital;R;12786;10;22/07/2023 00:00;20/07/2024 00:00;1;261;186;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.7952686;-49.4041505;9659;63;Eldorado;M;F;89;25;1;28266
Impressa;R;159926;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;168;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;63;Eldorado;M;F;90;30;1;28272
Impressa;R;63586;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;261;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,805985;-49,343234;9659;55;Residencial Marcia;M;F;124;29;1;28274
Impressa;R;115891;5;22/07/2023 00:00;20/07/2024 00:00;1;261;182;256;1083;0;8;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Parque Residencial Comendador Mancor Daud;M;F;79;26;1;28279
Impressa;R;40548;5;22/07/2023 00:00;22/07/2024 00:00;1;261;182;260;1083;0;4;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;M;F;69;24;1;28281
Digital;R;163527;10;22/07/2023 00:00;20/07/2024 00:00;1;261;185;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;55;Parque Residencial Damha;M;F;73;30;1;28285
Impressa;R;60562;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;207;1242;0;11;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Votuporanga;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Votuporanga;VERDADEIRO;;;9789;392;Patrimônio Novo;M;F;124;26;1;28291
Impressa;R;121808;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;182;1242;0;10;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Mirassol;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Mirassol;VERDADEIRO;-20.8176157;-49.5095260;9366;334;Centro;M;F;70;28;1;28292
Impressa;R;30162;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;228;1083;0;3;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,817037;-49,338092;9659;55;Residencial Marcia;M;F;72;26;1;28337
Impressa;R;11941;5;22/07/2023 00:00;23/07/2024 00:00;1;261;181;140;864;378;12;72;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Bálsamo;2023/06;2024/07;07 de R$ 70 a R$ 74.99;Anual;Bálsamo;VERDADEIRO;-20.7400391;-49.5744080;8941;284;A DEFINIR;M;F;70;25;1;28341
Combo;R;163546;12;22/07/2023 00:00;26/07/2024 00:00;1;104;73;56;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;Mirassol;FALSO;;;9366;334;Centro;M;F;68;26;1;28358
Combo;R;32165;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;54;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,834052;-49,406696;9659;22;Jardim Tarraf;M;F;88;26;1;28367
Digital;R;59409;10;22/07/2023 00:00;20/07/2024 00:00;1;261;186;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Mirassol;2023/06;2024/07;13 Menos de R$ 45;Anual;Mirassol;VERDADEIRO;-20.8221735;-49.4833881;9366;334;LOT VILLAGE MIRASSOL;M;F;72;24;1;28371
Combo;R;162353;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;64;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Itajobi;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Itajobi;FALSO;-21.3154075;-49.0571155;9235;321;A DEFINIR;M;F;69;25;1;28379
Combo;R;81088;12;22/07/2023 00:00;09/08/2024 00:00;1;104;70;64;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Guapiaçu;2023/06;2024/08;09 de R$ 60 a R$ 64.99;Anual;Guapiaçu;VERDADEIRO;;;9164;309;A DEFINIR;M;F;68;26;1;28381
Combo;I;136361;12;22/07/2023 00:00;26/07/2024 00:00;1;104;72;64;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/07;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.7997098;-49.3697799;9659;51;A DEFINIR;M;F;68;26;1;28395
Combo;R;23652;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;43;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Monte Aprazível;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Monte Aprazível;FALSO;-20.7722875;-49.7129753;9378;339;A DEFINIR;M;F;77;26;1;28402
Combo;R;15033;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;40;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Icém;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Icém;FALSO;;;9202;314;A DEFINIR;M;F;79;26;1;28405
Combo;R;175980;12;22/07/2023 00:00;19/07/2024 00:00;1;104;74;56;472;264;12;39,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Bady Bassitt;2023/06;2024/07;13 Menos de R$ 45;Anual;Bady Bassitt;VERDADEIRO;;;8937;283;A DEFINIR;M;F;79;26;1;28405
Impressa;R;24785;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;258;1083;0;6;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Marcia;M;F;77;26;1;28407
Combo;R;29962;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;48;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;A DEFINIR;M;F;72;19;1;28408
Combo;R;169372;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;64;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Macaubal;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Macaubal;VERDADEIRO;;;9332;330;A DEFINIR;M;F;79;25;1;28410
Combo;R;35479;12;22/07/2023 00:00;20/07/2024 00:00;1;104;74;104;736;0;2;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Monte Aprazível;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Monte Aprazível;VERDADEIRO;-20.7661428;-49.7112082;9378;339;A DEFINIR;M;F;70;25;1;28412
Combo;R;126972;12;22/07/2023 00:00;20/07/2024 00:00;1;104;73;72;578,8;85,2;12;48,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;12 de R$ 45 a R$ 49.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;RESIDENCIAL MONTEREY;M;F;70;18;1;28418
Impressa;R;29154;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;207;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;Mirassol;VERDADEIRO;;;9366;334;CONJ HAB FLORIANO RISSI;M;F;70;18;1;28418
Combo;I;61155;12;22/07/2023 00:00;19/07/2024 00:00;1;104;74;64;608,8;127,2;12;50,73333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Jaci;2023/07;2024/07;11 de R$ 50 a R$ 54.99;Anual;Jaci;VERDADEIRO;;;9268;323;A DEFINIR;M;F;81;25;1;28435
Impressa;R;39014;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;258;1242;0;6;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Jaci;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Jaci;VERDADEIRO;-20.8809397;-49.5801940;9268;323;A DEFINIR;M;F;73;16;1;28440
Impressa;R;24308;5;22/07/2023 00:00;20/07/2024 00:00;1;261;183;147;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Nova Granada;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Nova Granada;FALSO;-20.5340710;-49.3203553;9410;345;A DEFINIR;M;F;69;26;1;28450
Combo;I;66756;12;22/07/2023 00:00;19/07/2024 00:00;1;104;74;56;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Jaci;2023/07;2024/07;13 Menos de R$ 45;Anual;Jaci;VERDADEIRO;-20.8867817;-49.5726429;9268;323;Centro;M;F;75;20;1;28469
Impressa;R;34886;5;23/07/2023 00:00;22/07/2024 00:00;1;261;182;162;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812438;-49,38194;9659;23;Centro;M;F;84;15;1;28470
Impressa;R;22495;5;23/07/2023 00:00;22/07/2024 00:00;1;261;181;161;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,835613;-49,394086;9659;22;Jardim Morumbi;M;F;124;26;1;28472
Impressa;R;65552;5;23/07/2023 00:00;22/07/2024 00:00;1;261;182;261;1032;51;1;86;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/07;2024/07;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,814222;-49,378337;9659;23;Centro;M;F;34;28;1;28478
Combo;R;19683;12;23/07/2023 00:00;26/07/2024 00:00;1;104;73;42;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/06;2024/07;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8425131;-49.3692618;9659;43;Residencial Cidade Jardim;M;F;72;25;1;28499
Impressa;R;43842;5;23/07/2023 00:00;22/07/2024 00:00;1;261;182;231;1083;0;7;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,806384;-49,385983;9659;53;Parque Industrial;F;F;78;26;1;28508
Impressa;R;27391;5;23/07/2023 00:00;22/07/2024 00:00;1;261;180;215;1083;0;6;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Bom Jardim;M;F;80;23;1;28509
Digital;R;166100;10;23/07/2023 00:00;22/07/2024 00:00;1;261;182;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Aclimação;M;F;70;27;1;28514
Digital;R;57953;10;23/07/2023 00:00;22/07/2024 00:00;1;261;184;168;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.8396111;-49.3123983;9659;55;Morada Campestre;M;F;70;25;1;28515
Combo;R;54563;12;23/07/2023 00:00;20/07/2024 00:00;1;104;73;64;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Paulo de Faria;2023/06;2024/07;09 de R$ 60 a R$ 64.99;Anual;Paulo de Faria;FALSO;;;9466;356;A DEFINIR;M;F;69;22;1;28524
Impressa;R;33020;5;23/07/2023 00:00;22/07/2024 00:00;1;261;182;261;1242;0;1;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Monte Aprazível;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Monte Aprazível;VERDADEIRO;-20.7683013;-49.7103963;9378;339;Centro;M;F;71;23;1;28525
Impressa;R;73422;5;23/07/2023 00:00;22/07/2024 00:00;1;261;182;168;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Cajobi;2023/06;2024/07;01 R$ 100 ou Mais;Anual;Cajobi;FALSO;;;9017;292;PISCINA;M;F;76;28;1;28537
Combo;R;139193;11;25/07/2023 00:00;22/07/2024 00:00;1;156;112;104;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.7859295;-49.4210137;9659;63;Jardim Residencial Etemp;M;F;73;29;1;28546
Impressa;R;10650;5;25/07/2023 00:00;23/07/2024 00:00;1;261;181;140;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,787732;-49,378744;9659;53;Jardim Conceição;M;F;76;25;1;28553
Combo;I;11082;11;25/07/2023 00:00;22/07/2024 00:00;1;156;110;78;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/07;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Vila Itália;F;F;92;24;1;28556
Impressa;R;62930;5;25/07/2023 00:00;23/07/2024 00:00;1;261;181;207;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,792899;-49,374596;9659;51;Vila Anchieta;M;F;73;24;1;28560
Impressa;R;34181;5;25/07/2023 00:00;23/07/2024 00:00;1;261;181;161;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,806258;-49,381946;9659;53;Boa Vista;M;F;71;24;1;28577
Combo;R;53837;11;25/07/2023 00:00;22/07/2024 00:00;1;156;110;104;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,789408;-49,365631;9659;51;Vila Ipiranga;M;F;72;22;1;28581
Combo;R;117286;11;25/07/2023 00:00;23/07/2024 00:00;1;156;110;96;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/06;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;51;Centro;M;F;69;25;1;28585
Combo;R;38541;11;25/07/2023 00:00;22/07/2024 00:00;1;156;109;155;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/02;2024/07;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,821374;-49,359748;9659;11;Parque Residencial Comendador Mancor Daud;M;F;73;25;1;28594
Impressa;R;5764;5;25/07/2023 00:00;23/07/2024 00:00;1;261;181;126;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/06;2024/07;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,781623;-49,367192;9659;51;Jardim do Bosque;M;F;73;25;1;28595
